chroma_stft,rms,spectral_centroid,spectral_bandwidth,rolloff,zero_crossing_rate,mfcc1,mfcc2,mfcc3,mfcc4,mfcc5,mfcc6,mfcc7,mfcc8,mfcc9,mfcc10,mfcc11,mfcc12,mfcc13,mfcc14,mfcc15,mfcc16,mfcc17,mfcc18,mfcc19,mfcc20,LABEL
0.40917656,0.022550965,4164.81472289316,3885.0947950726118,8036.288979211087,0.10478994536247335,-384.75574,100.94883,-31.811554,35.463528,-12.796821,7.636773,-23.509806,0.76438004,-13.361373,-10.68099,-5.899986,-6.3344965,-5.663074,-9.239654,-0.9316168,-15.045276,-6.7511683,-10.2950535,-7.3732386,-14.715628,REAL
0.41241625,0.023914963,3792.5648026854697,3802.3446477239822,7262.251799040511,0.08837630347148187,-383.5561,111.55945,-20.294205,34.617924,-13.868564,12.070335,-21.578032,-0.1777932,-12.651156,-7.600389,-5.950228,-6.9070373,-1.446137,-6.300102,0.98804617,-12.739915,-3.7817757,-6.983375,-5.7488923,-12.484329,REAL
0.46217123,0.023831397,3710.1181115484565,3729.3310551659497,7076.226012793177,0.08812591617803837,-373.45264,111.18312,-19.130629,36.327274,-13.952721,13.476025,-16.726921,1.6118579,-8.895703,-4.8098974,-3.9759023,-4.865026,-1.2734474,-7.9655185,0.974671,-11.077284,-4.1990576,-6.2648454,-5.602311,-12.57763,REAL
0.46416694,0.019708496,4093.255461655036,3876.572753859808,7880.147254797442,0.10535526885660981,-389.96814,98.89741,-20.248833,37.760902,-8.871039,11.73998,-19.867739,-1.7488813,-8.167458,-3.9809258,-4.5237207,-6.7059636,-3.252422,-9.205823,-1.6799163,-12.7518635,-5.9452424,-9.056149,-8.0679655,-13.064394,REAL
0.43545377,0.018908653,4273.721004721207,3947.260162300401,8182.26112739872,0.11221046691764393,-409.59985,92.82905,-22.9275,42.234257,-10.572366,12.971067,-23.661589,-2.1765463,-9.816808,-4.882985,-9.459607,-10.760492,-2.986482,-8.796611,-1.885288,-14.390359,-5.1450424,-9.73688,-7.799303,-13.31644,REAL
0.4444436,0.018038146,4861.861563270251,3986.2849904698396,8938.257929104477,0.13928821295309168,-421.34216,76.79749,-31.463102,44.691772,-11.132179,8.087815,-23.739426,-1.7530677,-9.814154,-6.137642,-9.9911785,-8.951629,-3.6807094,-8.65262,-0.6998699,-13.579992,-4.5574923,-9.727347,-7.2346354,-12.890565,REAL
0.45838174,0.01749757,4696.407193458144,3917.9101294328943,8636.868670042644,0.13262457939099148,-407.15814,87.84201,-33.690094,44.229683,-13.609805,4.693494,-26.135395,-0.09122478,-10.998286,-3.0762892,-5.39225,-6.9299965,-1.9921585,-9.007971,-0.9976095,-12.757633,-3.293531,-10.334226,-7.0759554,-12.095555,REAL
0.44952202,0.01700602,4434.744773479194,3828.185825462958,8151.127731876332,0.12286936550506397,-401.05338,96.19253,-32.907837,45.64275,-15.365507,7.502536,-24.997227,2.0345805,-12.445167,-1.8854105,-4.9811964,-8.86107,-1.7956797,-9.367666,-1.0580171,-14.0283165,-3.987252,-11.052324,-6.6043463,-11.372378,REAL
0.44134843,0.01291186,4644.087012367301,3980.4559912004256,8595.840551705756,0.13049654767457355,-424.25253,94.40287,-29.818863,49.509727,-17.972496,14.224657,-25.336172,3.6660266,-14.103106,-1.7172928,-7.866574,-9.5639105,-2.9108315,-9.061016,1.0671723,-13.602716,-4.7912865,-10.831194,-7.234232,-10.208004,REAL
0.4533986,0.01398232,4802.32150134223,4069.676706615651,8941.631130063966,0.1400716492870469,-429.28412,88.25882,-24.93456,46.819798,-16.397547,12.109988,-24.019283,-0.22233155,-13.26585,-2.2369788,-7.373581,-9.335588,-2.5685625,-8.942119,1.8754349,-13.5056715,-4.09402,-10.789206,-6.4077244,-11.079955,REAL
0.45728093,0.014553794,4780.682669513505,3981.0552356118988,8837.861473880597,0.14468637559968017,-425.14905,86.708145,-28.625895,46.822826,-19.168943,13.613063,-22.552172,-3.3740385,-14.271322,-1.927078,-7.307438,-10.328339,-2.1933885,-9.35692,-0.45791814,-13.205382,-3.8934157,-10.987826,-5.617533,-10.412102,REAL
0.42402002,0.015705828,4361.829833811433,3832.771399060998,8129.214418976546,0.12156797624600213,-410.02002,96.59003,-28.868118,52.65707,-24.467339,17.595016,-22.43586,0.12893449,-17.230074,-1.1354855,-8.663999,-12.159077,-2.3497026,-10.929142,-1.9805511,-13.023233,-4.6811595,-11.540138,-5.795338,-10.601434,REAL
0.41648877,0.016638035,4649.186725498493,3943.8102276782406,8706.15671641791,0.13123157232809168,-409.62833,87.86416,-30.389204,50.52587,-26.209078,13.880766,-23.825464,1.1154953,-15.400536,-2.1484926,-8.307581,-10.509099,-3.6352966,-13.768203,-1.0067881,-13.420277,-4.0516043,-12.438432,-5.045859,-11.390868,REAL
0.4298962,0.015243795,4932.4001401703335,4040.411049562404,9235.82422707889,0.14431938382862472,-416.45312,78.60898,-31.580654,47.697773,-23.88476,8.810373,-26.860815,-1.7941437,-15.471088,-5.326903,-7.808627,-9.4113,-4.575877,-12.024078,-1.3701566,-13.874157,-2.847965,-11.16964,-5.23013,-11.097339,REAL
0.4578803,0.012347462,4916.06731532861,4151.349135587991,9247.268123667378,0.14425847881130063,-433.28757,81.954666,-23.39083,46.166588,-17.59122,10.107264,-23.91708,-2.2255323,-18.909172,-5.978052,-6.1908154,-9.620927,-3.663206,-8.982999,0.013560867,-12.170235,-2.286742,-11.278355,-4.7086763,-10.683965,REAL
0.45083097,0.013013578,4772.4990929061,4129.338626690503,8985.132929104477,0.13774736807036247,-428.74606,89.141754,-19.40641,44.83891,-20.865112,17.045319,-22.076189,-3.0677273,-23.544516,-5.1862946,-4.6823845,-9.391029,-1.9183155,-11.344815,1.6332251,-9.053323,-2.7690856,-11.958566,-4.1793914,-10.160235,REAL
0.47410005,0.012124295,4903.936540697822,4175.641529391878,9305.587020255864,0.143062241804371,-428.12793,88.7494,-16.548717,44.87129,-26.310268,16.12435,-21.55241,-2.5737429,-21.679182,-4.8154335,-6.4772735,-8.925438,-0.3496402,-12.154543,0.33849108,-9.829007,-2.8195953,-11.822208,-4.9666705,-10.602305,REAL
0.47180766,0.015249493,4822.620500068483,4060.275865317014,9113.014725479745,0.13982802921775053,-413.16864,85.917145,-22.03743,46.7994,-20.233181,8.39343,-21.939621,-3.4846816,-17.040886,-6.717383,-8.16533,-9.821877,-2.998263,-9.287816,-0.5918089,-12.632267,-3.2731152,-9.9798565,-6.4555883,-12.3532095,REAL
0.4340247,0.02105657,4514.560023607047,3723.2643476055155,8182.585954157783,0.128186321461887,-381.32303,84.99016,-35.587715,57.87765,-15.201288,9.665335,-24.367598,-3.5077217,-17.23941,-7.073623,-7.990846,-11.913425,-4.907592,-9.506281,-0.2943732,-14.308349,-2.9087746,-9.274604,-6.8892927,-13.546412,REAL
0.44339183,0.017773166,4607.252549885242,3894.7352012220913,8400.844549573561,0.13333826126066098,-399.3791,87.79154,-33.547142,51.40227,-13.291399,13.563208,-23.683874,-0.48225927,-18.755905,-5.2726865,-6.591706,-10.650674,-2.2499664,-9.324325,-0.35892597,-14.312433,-2.5436625,-9.756695,-5.853633,-12.658484,REAL
0.44158497,0.014231881,4677.98834710219,4119.713601805203,8859.824760127933,0.13072455107276118,-422.23926,92.943596,-27.650396,45.25373,-12.32892,13.266967,-25.623594,-2.1416976,-20.392487,-6.156602,-6.65961,-10.617225,-1.7759937,-7.650135,0.9720449,-12.261824,-2.7123828,-9.856332,-5.00498,-12.195186,REAL
0.48181334,0.012827925,4681.309808625131,4016.3375462036165,8907.774187100213,0.13012226812366737,-397.2888,92.3956,-47.17625,35.176533,-23.104265,7.7036185,-22.486338,-3.951732,-18.839739,-6.0481925,-7.084304,-10.486066,-4.1258483,-10.257605,0.5941331,-8.975868,-2.033067,-10.374694,-3.0707073,-10.077172,REAL
0.45422798,0.017741943,4239.6497650117235,3645.529515186032,7731.826359275054,0.1172400761260661,-361.4469,95.78208,-54.176407,32.49039,-24.792332,6.8224144,-20.862404,-5.3033423,-18.271086,-6.870689,-6.92257,-8.946441,-4.077787,-12.043422,-0.5164011,-9.168297,-2.4042354,-9.0899935,-3.1070404,-10.573525,REAL
0.38616598,0.020364236,3949.29599067149,3645.535912263779,7290.336820362473,0.09928871268656717,-371.85403,99.099266,-32.55133,46.066208,-15.505995,9.459389,-26.162004,-2.8637178,-16.163181,-7.615504,-8.322417,-9.366471,-2.545316,-10.648728,0.40457505,-11.759185,-5.0720634,-9.729368,-6.123893,-14.693913,REAL
0.42731896,0.01744285,4570.43888701349,3834.8990255400277,8341.026452558635,0.1291165545042644,-394.35983,92.71385,-34.54222,55.319996,-19.760159,12.184153,-29.490818,2.0750668,-15.351829,-4.138387,-7.9939117,-11.887435,-2.1891289,-9.75075,1.3663918,-13.273281,-5.2267294,-12.4458475,-5.682326,-13.772086,REAL
0.46223393,0.01477198,4942.927737240649,3978.9997063140536,9064.540578358208,0.14678837953091683,-408.5679,82.92979,-34.63232,53.60521,-14.565224,12.609488,-26.278164,0.6811408,-13.988896,-2.7786071,-6.1013365,-11.413475,-4.174995,-8.3709955,0.4247895,-14.341435,-4.3953223,-11.975742,-5.2241263,-13.150986,REAL
0.42866507,0.017456613,4560.367031013061,3818.044758257547,8378.631396588486,0.12696509778118337,-393.0223,83.833885,-31.17735,50.89145,-11.417814,11.491615,-24.936563,-4.8270297,-13.80363,-5.0394263,-5.2211537,-8.629885,-5.7235813,-9.516566,0.25408447,-13.351045,-5.00606,-10.138779,-6.8722463,-14.029043,REAL
0.40631586,0.019715885,4191.169484174503,3687.286721883647,7607.017923773988,0.11010481909648187,-381.28195,93.12935,-28.582182,49.502785,-12.346666,12.699078,-27.155714,-6.7079806,-16.271284,-6.117833,-5.8872538,-8.729495,-5.0923767,-11.674612,1.4944957,-11.8123045,-4.8889523,-9.311852,-6.7946734,-13.411787,REAL
0.43506905,0.01702494,4290.086352271153,3916.778420491502,8083.688699360341,0.11613545692297442,-394.87585,95.46109,-26.312155,44.183235,-12.594071,13.972123,-25.977638,-1.8359227,-15.698164,-3.8947623,-7.5029674,-11.049636,-2.2323065,-11.010594,0.31697097,-12.176006,-3.338981,-8.789822,-6.2332525,-12.630817,REAL
0.44329786,0.017102214,4355.662022813101,3844.53261839851,8094.308035714285,0.12299586054104478,-391.24442,93.530655,-30.56729,45.524563,-15.877911,11.964499,-24.40062,-2.4818804,-16.420036,-3.118669,-7.5945315,-10.197687,-0.70889634,-10.292392,-0.6133558,-11.145674,-2.123808,-10.45082,-6.279813,-12.633469,REAL
0.44278347,0.017191472,4584.854143658196,3874.3598132678267,8463.686034115139,0.13120190065298507,-395.95325,90.17972,-25.013344,47.03968,-21.900522,11.609315,-24.330654,-2.490752,-16.553675,-3.5075002,-8.420975,-10.104871,0.08943752,-10.735575,0.31190768,-10.319394,-3.5135334,-11.784202,-5.6595902,-12.7321,REAL
0.46213824,0.014349092,5025.5949085085185,4139.722590097161,9514.525586353944,0.14706375349813433,-421.55197,82.43715,-27.298304,52.296463,-24.419504,12.951491,-26.304848,3.2011354,-16.246845,-3.987052,-9.988141,-11.935582,-0.8709332,-11.69555,-1.5306154,-12.515378,-2.330194,-12.985847,-6.195594,-11.280507,REAL
0.42629474,0.015358685,4570.480410832356,3963.3296856398642,8696.06210021322,0.12539301955623666,-406.8616,90.33681,-33.788956,49.27131,-25.6551,13.304926,-26.176699,1.2516971,-16.016808,-4.146145,-8.251856,-11.259563,-2.5805185,-12.548079,-3.8144655,-13.829768,-1.8310736,-13.166995,-8.21425,-12.005542,REAL
0.40786397,0.016884925,4290.306511391409,3884.072346220831,8178.463152985075,0.11224430303837953,-394.4684,99.89216,-35.952225,40.271637,-28.529402,17.153013,-24.841898,-0.019151244,-16.119286,-2.3341224,-5.7155695,-9.819087,-1.8475949,-13.318745,-3.261248,-15.2424965,-3.51253,-12.492089,-8.745366,-12.67428,REAL
0.44899127,0.012899778,4637.025989432405,4134.769011128033,8953.724680170575,0.12779174023853945,-417.80145,95.21822,-30.590994,43.544373,-24.245922,16.388351,-23.778572,2.6276257,-16.23366,-1.122076,-7.2251124,-9.103472,-1.9262576,-12.309273,-2.3721561,-14.407413,-3.5588305,-11.962472,-7.3591013,-10.230649,REAL
0.474198,0.010461362,4912.824029020763,4219.857970724398,9453.20828891258,0.14430689049173773,-429.8633,90.58612,-24.742155,47.258442,-25.061602,12.395341,-23.431637,2.0600731,-15.958801,-0.42952323,-8.194798,-8.081397,-0.5345841,-10.80838,-0.83982164,-12.2546015,-2.1770666,-11.321755,-5.6450663,-9.988306,REAL
0.44755146,0.014330698,4536.59675033166,4077.854533896767,8843.033715351812,0.12696874167110875,-408.702,96.94828,-27.195621,35.52199,-20.513443,4.4783864,-23.166304,-0.4006168,-18.101332,-6.246527,-6.1407886,-5.7828813,-0.35682967,-9.195204,-1.869906,-12.742696,-3.908986,-11.344654,-4.8686757,-12.599541,REAL
0.4298471,0.018056808,4461.345486380033,3871.5826216871405,8424.806769722814,0.12146126232675906,-394.78226,88.77756,-32.605633,46.081474,-19.174337,6.680516,-24.115982,-2.380232,-20.031475,-7.8872247,-8.239804,-10.046711,-2.2733727,-10.100942,-1.9362819,-12.684983,-4.164519,-11.789171,-5.4187264,-13.427872,REAL
0.43106785,0.01593452,4766.009416393078,3988.1419406201626,8972.964418976546,0.13589679254397655,-406.3068,81.5288,-28.939878,55.220787,-23.11149,14.195069,-24.823854,-0.7915631,-19.036177,-3.871202,-8.44575,-12.947688,-3.2481358,-12.279054,0.03301465,-12.901913,-2.9182858,-11.831386,-5.51435,-12.788609,REAL
0.45308837,0.014219152,4851.420334407246,4170.4269244745465,9396.513526119403,0.14421266990938167,-413.01477,83.05666,-24.961855,39.85149,-22.350067,10.337647,-21.15991,0.5765971,-16.798365,-2.110062,-6.190266,-9.865328,-2.236513,-12.133131,-1.8679925,-13.172697,-3.8568337,-12.078669,-5.4052777,-11.521732,REAL
0.45081288,0.015794085,4855.618864299636,4108.971742459508,9310.859208422175,0.14295761010794242,-409.2147,83.52054,-29.829166,38.80201,-22.535292,8.50513,-22.749151,-0.5992015,-14.130239,-0.70930237,-6.5385313,-8.6732855,-1.423716,-12.814916,-2.5370734,-12.952079,-4.153007,-11.955145,-5.6689725,-11.6901865,REAL
0.45488113,0.014443471,4654.3358730119335,4101.806880453622,8921.741737739872,0.13188539029184435,-413.00305,96.22075,-27.029863,41.523746,-25.831583,12.336974,-24.982113,1.638402,-14.843373,-0.30282235,-5.6185513,-8.521392,-1.5974311,-12.957152,-0.70809376,-12.562775,-4.2712407,-12.418969,-5.236093,-12.400488,REAL
0.45946026,0.013039046,4578.165288977664,4088.0786982745526,8745.910514392324,0.1306048232609275,-411.5522,100.0612,-24.189339,41.121876,-24.401451,11.5954685,-26.83169,1.0921171,-15.27248,-0.5595661,-4.4212565,-6.7799463,-0.6555815,-11.135368,0.5391343,-12.961333,-4.6076455,-13.00459,-5.6703377,-12.676704,REAL
0.47014248,0.013337781,4854.6168977506895,4167.724898953687,9182.002931769723,0.14322465518390193,-426.24954,92.07344,-26.749763,45.643948,-17.944527,12.064352,-28.988483,-2.0831501,-15.960646,-3.1296473,-6.923887,-8.666002,-1.997661,-9.448321,0.75721,-14.373485,-3.8933911,-11.334809,-7.2165117,-11.600764,REAL
0.41778487,0.015704637,4535.63822949575,4072.9708838765587,8727.495335820895,0.12133841118070363,-419.8718,93.93619,-29.69592,45.877647,-17.84821,13.028297,-28.89224,-4.266599,-17.453787,-4.844123,-7.9995327,-9.970978,-4.3750067,-11.924627,-0.1839594,-14.813797,-5.8284106,-10.830569,-7.173448,-14.848641,REAL
0.397127,0.017306248,4073.5094056837333,3887.4844398333607,7926.147721215352,0.09942353661380597,-398.5922,105.13487,-32.706997,46.914738,-22.813208,11.572024,-28.988333,0.9626631,-15.889641,-3.8174005,-8.292001,-8.788913,-3.7325394,-13.957607,-0.3356014,-14.672659,-8.003133,-11.788962,-5.914557,-16.383896,REAL
0.48858893,0.0114929415,4892.19523454739,4212.405248006282,9258.786980277186,0.14621732992404052,-432.52206,91.95339,-23.748634,46.023533,-22.189445,12.849812,-22.848831,4.3271227,-16.282225,-2.863261,-8.058546,-9.397276,-1.4288638,-10.718961,-0.17710412,-12.818926,-5.037019,-11.807284,-4.6659408,-11.426504,REAL
0.5216845,0.0105147185,5296.17946440348,4248.706231090848,9814.390658315566,0.16574545658981876,-435.66476,77.722435,-23.165117,48.04121,-20.354294,10.756407,-20.426422,1.2268502,-14.743631,-0.7432896,-6.300261,-9.591264,-1.0251806,-9.218452,-0.50317377,-12.912393,-3.8827994,-12.150273,-4.6798234,-11.183353,REAL
0.48714826,0.01325408,4959.007223312185,4140.732302939487,9341.517857142857,0.14301018623400852,-424.7879,82.90445,-27.299244,48.562042,-19.63751,8.95157,-21.372179,0.8587356,-14.176435,-2.6690583,-8.073471,-9.749321,-2.4401236,-11.519856,-0.8157859,-13.079739,-5.381891,-12.508154,-5.9898243,-12.4393215,REAL
0.4371435,0.01662365,4480.299227292886,4081.991197454433,8767.449027185501,0.11603238689365672,-407.36887,91.24695,-28.161335,43.071312,-18.99897,10.851987,-22.915745,3.4997137,-14.939432,-5.525775,-8.163644,-11.966824,-4.0291333,-12.213755,-1.7066815,-14.3532295,-5.925827,-11.81612,-6.5670214,-13.732992,REAL
0.43681586,0.018660916,4432.0056635994315,3927.2751624579546,8471.057102878465,0.12213642307436035,-388.07922,92.368515,-33.029297,43.937767,-21.434183,14.84424,-25.365322,2.6884146,-14.26081,-2.2121825,-6.5954638,-12.760654,-2.5542061,-12.718889,-2.3905995,-14.757271,-5.2786503,-11.546023,-6.2869105,-14.071789,REAL
0.44255432,0.015233953,4782.729897614109,3991.8621716386565,8949.002198827293,0.13821899153784648,-401.9531,85.55129,-33.01516,49.856953,-16.470232,16.558092,-26.444687,0.010623696,-15.141591,-0.10694348,-6.314098,-12.894496,-0.58101267,-11.36254,-0.05582947,-11.801846,-4.8273516,-11.902291,-5.1298537,-12.657434,REAL
0.43945464,0.01463508,4635.11109042503,3982.8814412644074,8685.667643923241,0.1292222273121002,-404.63104,93.834885,-39.413605,53.610348,-16.763742,14.7462635,-29.412008,4.1242285,-14.570712,1.7904856,-7.81712,-11.837223,-1.9662155,-11.186944,-0.17769429,-11.626742,-4.694395,-11.724984,-6.025764,-10.411449,REAL
0.4376449,0.014967559,4355.322445057453,3929.161520124767,8256.096748400852,0.11754720399120469,-395.3622,95.286705,-42.920094,24.735958,-21.242113,2.480861,-21.78531,-3.5326023,-12.64438,-4.7711854,-8.811679,-8.140592,-3.229419,-12.864219,-1.1588924,-8.447548,-4.130183,-10.872466,-4.638444,-9.422693,REAL
0.43926495,0.011396588,4598.333663066829,4113.387131817311,8862.023587420043,0.12126501282649253,-427.92407,85.63692,-37.793056,22.257345,-20.16456,3.4200125,-16.453629,-5.8864584,-13.987567,-9.820742,-9.812162,-6.888369,-3.7552338,-11.159919,-1.2761954,-7.7033386,-4.5300727,-8.949173,-5.369985,-11.078614,REAL
0.5047285,0.00723674,5412.805394105409,4412.579919408597,10222.547974413646,0.16541698594083157,-464.08743,78.82448,-29.611801,42.023384,-19.746826,15.077996,-20.504107,1.3179342,-15.389559,-3.5660179,-8.017552,-6.2344713,-3.0807655,-10.89495,-1.8197325,-11.290227,-5.265047,-9.528425,-6.1978583,-11.364647,REAL
0.44475064,0.015587706,4674.606109613442,4020.477745248636,8722.398054371002,0.13594520422441364,-412.03235,91.41586,-37.878014,40.853867,-17.693762,14.162597,-27.612457,-0.42400128,-15.730229,-5.420774,-8.105128,-8.537299,-3.3944318,-13.648752,0.1962167,-14.119836,-6.5012193,-9.479337,-4.9739647,-14.797813,REAL
0.3864622,0.019063331,4160.125103000444,3798.4925544420853,7873.001066098081,0.10690912763192964,-386.68524,97.863045,-43.85512,43.41744,-19.247322,12.286043,-29.121042,-1.3157998,-17.524883,-6.9487453,-10.084155,-10.586891,-4.5440836,-14.231583,0.5863626,-13.733343,-4.0092525,-7.853139,-4.497598,-14.440954,REAL
