chroma_stft,rms,spectral_centroid,spectral_bandwidth,rolloff,zero_crossing_rate,mfcc1,mfcc2,mfcc3,mfcc4,mfcc5,mfcc6,mfcc7,mfcc8,mfcc9,mfcc10,mfcc11,mfcc12,mfcc13,mfcc14,mfcc15,mfcc16,mfcc17,mfcc18,mfcc19,mfcc20,LABEL
0.3505777,0.04894194,1804.2567697093677,2296.9623819049175,2860.874200426439,0.04384953025053305,-310.19363,187.65712,-46.621735,-10.300317,-28.147924,-0.19939677,-13.693363,-4.712503,-1.0352659,-14.976582,0.01704872,-5.959734,-1.6102093,-7.251646,-1.7694982,-2.8989031,-11.674727,-7.223316,-4.7432055,-4.8763356,REAL
0.34865728,0.051850893,1911.2599435353375,2251.1209044300012,3025.786247334755,0.048195129264392324,-303.39246,187.24045,-48.051285,-0.9890095,-27.775728,-1.4310951,-12.710797,-7.9962378,-1.8472513,-14.275195,-0.6633812,-6.4657655,-1.39893,-6.74422,-2.9888785,-2.762878,-10.08803,-7.2674465,-5.064386,-5.950315,REAL
0.38506964,0.04803992,1996.296367435709,2237.7444050187837,3154.7674573560766,0.05179216917643923,-292.15167,190.18365,-62.233707,0.45846173,-30.30774,-0.14690472,-17.597954,-6.5207334,-0.15385674,-13.971497,5.90174,-2.384786,1.8641709,-6.9992332,-2.393767,-1.291456,-6.8871145,-6.076143,-6.1001472,-2.561067,REAL
0.39521244,0.030984968,2029.875736556419,2472.5979203105553,3246.5185234541577,0.0506927555303838,-318.1745,179.87248,-54.856842,-12.560649,-23.171253,-6.907441,-16.354074,-4.849719,2.7841694,-4.767703,8.753859,-0.62655777,1.2916453,-2.2566252,2.4905949,4.37025,-2.9104786,-4.3567157,-6.6662493,-2.746454,REAL
0.35993525,0.033556327,2091.686309472017,2639.7770021107895,3366.3046375266526,0.05123829790778252,-344.16446,170.15648,-38.42601,-3.0399506,-16.21316,-0.11465786,-9.947062,-7.0726027,0.20009641,-5.3773627,1.4992145,-7.950841,-3.6389308,-5.1765757,-1.4743615,1.2229898,-3.0391073,-2.6981654,-3.8530397,-6.039875,REAL
0.35483158,0.042111594,2051.456867460109,2423.879659620549,3323.5774253731342,0.052101379264392324,-320.08548,174.40158,-49.496174,-3.2746432,-17.623474,0.26093426,-11.808309,-10.33601,-1.4023257,-9.061421,1.0413398,-5.858643,-3.9192197,-8.206921,-5.405535,-1.9285746,-4.6784606,-2.6059752,-3.167805,-6.364424,REAL
0.37645653,0.040965218,1938.5024281285985,2362.4373834338016,3041.7277452025587,0.04945175073294243,-326.1572,178.94273,-48.624733,-12.757589,-13.106855,3.425878,-10.301943,-10.34487,-6.382445,-13.900167,1.9298172,-1.6664523,-2.7819798,-6.2785764,-3.8474069,-0.32880273,-3.7100537,-4.162774,-5.121784,-7.213611,REAL
0.38783374,0.035223924,1836.5409544140657,2516.4316983427498,2837.3867270788915,0.043609033515458424,-357.175,179.93863,-32.79828,-11.603037,-2.798919,14.036041,-5.829818,-11.828329,-12.262285,-15.309416,0.87343043,-3.7626567,-3.9198096,-5.611616,-2.7950366,0.0864032,-2.0886898,-3.8128016,-5.7234077,-7.0456076,REAL
0.37579748,0.033195354,1772.3272008129622,2627.6002198222723,2641.3912579957355,0.041651744069829424,-379.81525,177.64177,-18.085354,-13.723572,-6.6946077,10.250465,-7.748054,-10.686747,-8.451095,-12.762838,-1.4184784,-4.299287,-1.6181992,-2.7802744,-1.1529717,1.0054724,-3.0506895,-5.9444375,-5.401742,-6.836379,REAL
0.3421904,0.039724547,1667.8946991426003,2586.2691453999296,2391.6244669509597,0.03774028851279318,-378.7057,180.80743,-15.264008,-10.626192,-12.159033,5.58842,-13.730938,-10.813091,-4.026506,-10.921871,-1.9959563,-6.9885945,-1.8234893,-3.842844,-3.0865376,0.10156738,-6.2882037,-8.869796,-3.876045,-5.5149755,REAL
0.31204635,0.045547787,1930.0594316888005,2568.954786072536,3074.610207889126,0.043486182369402986,-340.38702,175.02704,-34.416504,0.64988077,-19.599539,5.2181053,-12.703011,-7.3744445,-3.8506463,-12.709088,0.4116879,-10.489892,-3.4655461,-6.8667455,-2.463392,-1.4260727,-9.318895,-5.920124,-3.3192391,-6.4501987,REAL
0.33047527,0.04475437,2220.88340393251,2560.895819180668,3656.6997601279318,0.05503835454424307,-310.96582,169.63722,-53.562374,4.262341,-20.325504,5.6088457,-13.910445,-4.2637296,-4.754541,-14.588503,0.79981124,-11.632425,-3.1522582,-9.880993,-0.57109267,-0.1294039,-7.403072,-3.023778,-5.579482,-6.8204064,REAL
0.3843753,0.052093685,2169.939720257299,2403.6386406360944,3535.8142324093815,0.05662292610607676,-276.39725,176.51196,-67.96369,-2.3890655,-24.6957,1.6720492,-22.986275,-9.107566,-4.417822,-14.022967,0.35786626,-10.0316725,-1.1428543,-11.851232,-2.0795162,-0.27013448,-4.5183268,-4.892057,-8.010973,-3.301218,REAL
0.41267148,0.05608408,2178.8595108335608,2322.4304232236686,3610.4744136460554,0.05773483308901919,-246.79121,180.72026,-80.92602,-4.146054,-40.429447,-8.103745,-27.910297,-8.775704,-1.8151777,-11.863818,5.5756383,-7.0941176,4.8610716,-7.660055,-0.72857094,0.16534086,-3.5716863,-3.337492,-7.817301,-0.010285855,REAL
0.35917616,0.03861014,2249.88630768819,2442.8696065634867,3829.907382729211,0.057273620735607676,-282.41846,186.90709,-88.517265,7.6012897,-41.012875,-7.039947,-26.557306,-4.0295806,4.7519345,-8.3079,15.995814,-7.146444,7.8158917,-8.710155,0.62345093,-0.79475176,-5.130422,0.14099215,-4.677223,2.8257194,REAL
0.30627328,0.039469946,2200.8025069257487,2522.1091158418103,3733.1589818763327,0.05286139059168443,-311.09222,172.1901,-61.802837,1.8835262,-24.343866,-2.093518,-15.415983,-5.2429485,-2.1401591,-10.827675,7.253317,-7.093272,0.1442983,-5.522587,-4.136017,-3.7084384,-9.002245,-1.8307412,-2.6753814,-1.3399075,REAL
0.3304698,0.04581963,2070.52023706673,2571.410393126275,3297.8411513859273,0.050287763192963755,-340.48807,170.55923,-43.461002,0.7543898,-16.200953,7.8806777,-9.133221,-6.765159,-8.573853,-16.658619,-2.0013392,-11.996548,-1.207752,-2.8118985,-3.7539527,-6.3044147,-9.502013,-4.7290316,-2.08382,-2.114027,REAL
0.3466938,0.04694474,2133.5643523293033,2591.736416420388,3419.7261460554373,0.0529259394989339,-336.16183,167.16743,-42.81571,9.1733055,-18.559395,6.55432,-8.314035,-7.28067,-6.644166,-14.634715,-2.6702836,-12.940175,-0.22088389,-4.4719667,-6.7754507,-5.0823874,-7.7470207,-6.54383,-1.9690372,-1.228651,REAL
0.31998387,0.04892012,2047.0029017807929,2540.8807931553342,3375.8995202558635,0.04875941164712153,-328.8698,170.00357,-38.161324,9.532454,-21.799562,0.31893876,-9.744652,-9.02162,-4.7834873,-12.540071,-5.193356,-15.281027,-0.79469985,-5.906294,-7.914605,0.4199259,-4.234654,-6.8030195,-3.9048314,-4.6576047,REAL
0.30505958,0.04978147,1689.634616103917,2308.8860123290083,2564.182436034115,0.040106734741471216,-341.21396,183.47412,-27.042715,-9.092463,-23.975813,-4.607532,-9.924234,-11.020993,-3.3622525,-11.426549,-7.6610217,-11.026511,-1.7364693,-4.3557634,-4.566149,3.7673182,-3.6027446,-6.8454304,-2.6795313,-8.910346,REAL
0.32313174,0.054704838,1729.9596023817535,2250.0969610611633,2628.048374200426,0.041359191764392324,-320.6915,185.28731,-35.549484,-10.725334,-27.461042,0.18170232,-11.533316,-13.200813,-5.359916,-13.349226,-5.294943,-9.246018,-1.6231439,-7.105545,-4.004923,3.8852975,-6.098458,-10.707277,-5.267054,-9.501898,REAL
0.29552203,0.05409818,1963.787557440146,2254.154362598097,3073.960554371002,0.05076250999466951,-290.07037,181.55304,-64.67827,-11.681227,-30.449732,1.7444881,-18.132998,-10.883263,-3.392486,-13.851358,0.71172833,-8.152262,1.2824283,-7.179445,-2.8413548,2.5288138,-6.6801667,-10.239083,-8.2160225,-3.8056462,REAL
0.32605362,0.046612978,2051.8633582574826,2264.1209271921484,3202.2421375266526,0.055427730210554374,-279.937,179.78177,-77.86921,-16.801933,-36.327374,-6.073207,-23.277136,-6.147568,2.4119606,-12.527455,4.679806,-4.699831,2.8006082,-5.0919604,-0.10864082,1.4956528,-7.189915,-5.965228,-5.767049,-1.0673553,REAL
0.3976906,0.039486647,2133.841328357492,2457.1250429355305,3504.0311833688697,0.055343400186567165,-302.8315,175.79883,-58.882366,-7.137489,-32.564156,-4.7910776,-17.024729,-4.239188,2.3676572,-12.422208,0.56472397,-7.490133,-0.16366538,-6.7078204,-1.1382833,0.11113578,-8.832018,-6.0256352,-3.8172607,-3.377259,REAL
0.42928034,0.02964723,2137.12400981722,2768.5239758104262,3498.1843017057568,0.05256987939765458,-357.21262,170.71556,-35.074135,-4.1580424,-13.166627,3.0616736,-4.8406477,-3.4322371,-0.83576,-8.473236,-3.3396814,-8.996808,-3.9850345,-7.284306,-2.8077874,-1.626217,-7.6478815,-7.0445824,-4.8038545,-4.514552,REAL
0.40114844,0.02838601,2033.3286082611482,2841.4801488507364,3218.633395522388,0.04708322228144989,-384.65683,173.42014,-34.488438,-9.89223,-6.2274747,8.2312765,-3.0761309,-5.8977504,-4.7016916,-9.776807,-3.2587514,-7.571501,-2.738392,-6.6227584,-3.8034928,0.36452806,-5.423457,-5.9077535,-3.378004,-4.598608,REAL
0.34292,0.040007975,2060.421695351634,2622.484216049272,3261.2606609808104,0.05061258995202559,-356.7844,171.87149,-42.932533,-4.7325406,-14.9600315,8.947682,-5.9617243,-7.2021384,-7.2295694,-15.48129,-2.4297936,-8.728951,-0.6779885,-5.310499,-5.6924386,-4.4437304,-9.376833,-5.716275,-1.6390295,-3.5680408,REAL
0.35353726,0.03586469,2001.0150067892712,2568.650531710786,3116.3879264392326,0.0503814632196162,-351.06577,170.2253,-35.423992,-10.004363,-17.130695,0.6203954,-8.38853,-5.0434904,-3.35098,-11.484995,-0.7623314,-6.371583,-2.044672,-2.9959161,-3.6695163,-8.0945215,-12.267233,-6.6662083,-3.9842982,-5.109029,REAL
0.3399157,0.040853467,2334.2307751075055,2672.7033443710384,3860.6409914712153,0.056491746068763324,-323.69177,161.12682,-46.878735,3.582559,-22.120655,0.015813181,-11.049219,-9.488806,-6.5279784,-9.716139,0.7478404,-9.369209,-0.47658023,-5.1284347,-1.0539495,-3.4929788,-9.1795025,-5.6102695,-8.278393,-9.215646,REAL
0.3366516,0.05162612,2793.727318688722,2693.2294123902016,4731.576492537313,0.07258420509061833,-284.7272,143.86197,-67.80118,24.303326,-22.541603,9.346668,-11.91288,-13.532353,-9.499555,-11.167088,1.3094776,-15.542474,0.58433783,-10.862811,-5.3700852,-3.4152992,-9.639625,-6.2867947,-9.438382,-6.348336,REAL
0.38288426,0.05083037,2374.2467916075284,2414.387543523956,3851.64578891258,0.06443542610607676,-273.27606,163.50784,-75.593155,0.49802917,-31.34781,0.60420954,-23.782486,-8.604533,-0.46881455,-12.105215,2.349629,-10.837338,2.1123931,-9.201258,-2.3872201,-1.1338527,-9.353368,-7.7699957,-8.642043,-0.63365114,REAL
0.36971268,0.048878267,1891.3302869033416,2271.5050842830565,2897.3547441364603,0.04920396621801706,-294.80243,180.0343,-63.69278,-19.437754,-38.37933,-12.195152,-23.189293,-6.270921,1.2317203,-13.7468,0.44688472,-7.511801,-0.8381177,-3.8655381,0.6775669,0.4430417,-8.39501,-7.522399,-5.57924,-3.9384887,REAL
0.33450615,0.040046923,1954.769098247679,2515.601502158399,3016.3912579957355,0.0497016174706823,-342.272,173.86607,-39.38489,-8.924291,-26.976786,-6.753214,-11.271957,-7.675434,-4.492505,-11.066647,-0.9071434,-10.158367,-3.5580096,-2.8949914,-2.3952503,-3.8571522,-9.399968,-4.7344146,-3.215022,-7.655572,REAL
0.34925297,0.037045814,1915.3839055394849,2651.0214193414763,2949.376998933902,0.04588386194029851,-361.32092,172.53764,-18.831772,-1.2029183,-20.124655,-1.312906,-11.607922,-11.48543,-6.589342,-8.80473,-2.484743,-9.6705675,-2.7303016,-6.5798116,-2.8470182,-3.6697612,-9.595749,-4.11992,-2.9801407,-7.2603536,REAL
0.39548984,0.029448316,1845.637196668088,2859.990219879733,2623.5507729211085,0.04316343783315565,-397.2196,176.06937,-12.484979,-12.784792,-15.915876,1.7451836,-9.754262,-10.308096,-6.262865,-9.5856285,-0.9388947,-3.6661196,-0.71584016,-5.622115,-4.405604,-2.6719449,-8.613502,-5.3851757,-1.547569,-6.471619,REAL
0.38952845,0.02979307,1806.0959944282176,2785.6454271675334,2574.576892324094,0.04152993403518124,-397.6105,179.30211,-16.849964,-19.281494,-9.952846,5.4609094,-4.454542,-8.015889,-6.8955374,-12.327784,-1.7048734,-1.1956829,0.11000227,-3.4819477,-5.0245705,-2.5090144,-10.290356,-9.0933485,-1.464376,-5.4172306,REAL
0.36868846,0.03244069,1723.7998113115082,2660.856796537468,2497.917777185501,0.03861482209488273,-388.7415,183.3077,-17.647549,-13.560803,-10.190956,2.8906448,-5.9857073,-7.723984,-4.6317725,-10.623992,-3.0232778,-4.4732857,0.10377239,-1.7159272,-3.8858776,-2.8567784,-12.067777,-12.121669,-3.5740194,-3.850803,REAL
0.41512182,0.02370124,2053.8466632351383,2978.177929487626,2972.0149253731342,0.04994627865138593,-403.09012,169.85391,-21.075474,-11.525084,-11.476227,1.8383178,-5.474359,-5.9578967,-2.8894372,-4.6579146,1.9488474,-4.887595,0.9239326,0.9550973,-2.658387,-3.7232137,-8.733539,-8.336551,-4.3883414,-2.4517095,REAL
0.4154214,0.030810814,2052.8867628932435,2785.6577520869496,3054.0711620469083,0.050964485607675906,-381.14325,172.83759,-33.14727,-10.047729,-13.169737,3.0173507,-6.0477242,-5.5476685,-1.7938956,-8.49323,0.0036516984,-4.281284,2.0425465,-0.22790007,-4.911958,-3.9996464,-8.867037,-8.466276,-1.6190891,-2.528626,REAL
0.3646623,0.040989507,2254.7753894984958,2644.6718477041477,3699.327025586354,0.05860624333688699,-338.26828,162.86008,-38.725227,4.8857827,-22.61608,-1.0635518,-6.6687803,-2.1231883,0.46728528,-13.265804,-4.688091,-8.243019,1.0415751,-2.8322005,-3.2769635,-3.7731376,-8.9609165,-6.6859593,-2.920976,-5.0731277,REAL
0.34281483,0.04281465,2201.9899189761736,2632.934337929162,3611.323960554371,0.05755263859275053,-343.195,162.22223,-31.325653,6.5471654,-23.225504,0.3143144,-4.0862956,-4.7671704,-6.182318,-17.596144,-5.312441,-6.803662,1.0559514,-2.5607421,-1.6422783,-1.4472597,-4.985848,-5.40462,-5.0546613,-6.267535,REAL
0.33968753,0.04405161,1762.1611907504048,2424.0443040557675,2732.692563965885,0.04175689632196162,-353.64777,177.47264,-24.532263,-3.822996,-12.09083,1.5688378,-6.2048755,-10.121729,-9.602903,-14.952925,-4.520421,-6.4582553,-0.8113635,-3.1380742,-5.0119157,-1.1146561,-5.072943,-7.121402,-2.8477595,-7.6938195,REAL
0.36958674,0.04281395,1809.0642341474206,2388.3053447183584,2807.402718550107,0.04444921042110874,-349.1054,182.1909,-33.634174,-5.5582023,-15.054042,0.3085711,-6.289853,-8.12365,-7.4927206,-11.434287,-1.6485184,-9.412977,-1.8668822,-2.460251,-6.45241,-4.745344,-7.9574695,-5.7863493,-0.65918225,-7.4815545,REAL
0.35450134,0.043100566,1836.2617453542073,2390.8633259691937,2744.3363539445627,0.047776602478678036,-350.15814,178.6863,-38.506504,-12.5761595,-19.634893,1.460544,-4.6352305,-7.661585,-10.019654,-15.576607,0.033717826,-6.7720137,-2.0566518,-0.3837452,-3.645564,-3.941099,-8.581836,-5.6698494,0.24423803,-6.951259,REAL
0.37035307,0.04156564,1899.4707226951484,2300.1640026895284,2944.72947761194,0.04890412613272921,-319.27225,180.54184,-55.639874,-13.12424,-25.556181,-6.3950443,-11.994572,-7.805709,-3.7676914,-10.391498,6.262344,-1.6090848,0.60820425,-2.4506874,-2.3782015,0.1271389,-6.3185797,-4.5122523,-2.756627,-5.6566167,REAL
0.3740816,0.045674283,1955.363073066176,2274.0286781476634,3116.0880863539446,0.049048840618336885,-296.2661,187.96281,-66.51502,-6.0582924,-32.708755,-5.6290417,-16.262856,-11.791448,-1.2812474,-6.792207,6.5811305,-5.3149467,2.7550507,-3.4656298,-4.1214666,-0.8818919,-5.2363625,-5.2073693,-6.0070453,-3.7915046,REAL
0.37065125,0.04761206,2053.3962181618444,2443.3551532854594,3233.7753198294245,0.052209654850746266,-321.0053,176.46579,-56.55768,-2.528573,-23.846226,2.272929,-8.921081,-12.225336,-5.1638517,-10.5664,0.097331166,-10.666226,-1.067089,-1.9427803,-5.7037945,-3.8055172,-6.9555416,-6.2792234,-2.4081628,-5.618954,REAL
0.38475105,0.042521995,2046.2425278203732,2509.0742755218216,3197.744536247335,0.0520566114738806,-345.82465,171.9512,-48.27686,-3.5715535,-17.699778,4.6969485,-3.1470263,-5.312515,-5.729797,-13.54208,-1.8706466,-9.46342,-1.4082601,-2.909298,-5.9358573,-6.311632,-10.272911,-5.855345,0.5049535,-4.277586,REAL
0.38261217,0.041608475,1882.537306468328,2551.1050622243456,2953.674706823028,0.04332272787846482,-350.06433,174.17595,-35.977367,-4.037653,-11.504998,7.092628,-2.7127616,-5.8196177,-7.1629424,-15.677553,-4.0949755,-8.510778,-4.0919895,-5.6862288,-5.4797034,-5.118778,-8.988832,-4.448066,0.19257624,-6.4376473,REAL
0.34548885,0.045485012,1741.429413174419,2444.90700806377,2690.4650852878467,0.03871997434701493,-347.57202,176.73288,-34.77737,-8.637432,-7.538866,8.04525,-5.7984653,-7.015832,-8.308964,-19.311304,-3.6979926,-6.630872,-4.3195205,-4.5961456,-5.6605153,-3.345115,-7.4885626,-4.0625515,-0.66431725,-9.630583,REAL
0.32002696,0.04361206,2048.6522717467396,2492.239704926848,3272.9544243070363,0.05122996901652452,-339.2281,167.80313,-40.553688,-3.0251238,-9.97552,10.789482,-8.109998,-12.785061,-11.936623,-16.557705,1.8957458,-6.5230455,-1.865478,-4.506261,-6.5985413,-3.325385,-8.256763,-4.7650704,-1.9543993,-7.0779166,REAL
0.37572852,0.029066745,2216.431486285765,2842.7859811549324,3502.7318763326225,0.056442813832622604,-375.90298,170.19492,-33.996372,-4.9830894,-13.855381,4.456711,-8.524262,-9.466311,-6.58303,-9.711148,5.175314,-2.738774,0.72836107,-3.8493783,-5.3775587,-3.5978184,-9.915963,-5.3512444,-1.772664,-5.145817,REAL
0.3421253,0.033509076,2122.001640614377,2854.1324155806856,3305.9868070362472,0.05153605577025586,-378.25424,163.54175,-24.63908,-5.2857957,-17.772842,-1.6724005,-6.9779234,-4.6050754,-3.3950453,-10.696776,0.16399847,-5.073645,-0.23934878,-2.4276593,-3.1053302,-0.67155397,-7.5329323,-5.9186306,-2.4813898,-7.33248,REAL
0.3298999,0.0353619,2055.304244792092,2822.5875508164686,3220.4824093816633,0.046811492204157784,-371.5534,164.6115,-22.917349,-2.0418646,-19.157774,1.1398944,-4.372781,-5.43808,-4.8234015,-14.033218,-4.5429244,-7.802929,-0.48229486,-2.1675858,-2.3392723,0.49919742,-4.179943,-3.8223884,-3.3564744,-8.395658,REAL
0.42398238,0.019822724,1881.13806426844,2747.077998521037,2834.4882729211085,0.04402131363272921,-390.16373,182.71564,-30.693798,-15.869484,-17.226511,-7.1376476,-5.122178,-3.4046113,0.8824019,-7.633481,-0.32518074,-0.062018227,-0.62964195,-1.671523,-2.6319554,-2.0617356,-3.935005,-3.0988545,-3.9647336,-5.604384,REAL
0.40402153,0.02775726,1969.1497680254436,2503.252652154592,3056.1200692963753,0.049637068563432835,-350.84207,180.93697,-54.725895,-16.558422,-17.222565,-6.3563476,-13.838972,-8.560123,1.7414342,-9.229871,3.7317972,0.84760654,-2.7263734,-5.2132316,-6.0307827,-2.1530483,-4.8533115,-3.6347992,-1.6215214,-3.7204335,REAL
0.33358112,0.04188439,2012.1120383507239,2527.8029671462427,3240.6716417910447,0.04876253498134328,-334.98926,174.89523,-52.123302,-6.792621,-22.432167,0.669071,-14.624829,-8.701042,0.45498207,-16.123852,-2.8834233,-5.672812,-0.2337325,-5.599484,-5.7923765,-2.2034295,-9.489325,-4.742475,0.50360656,-5.1860433,REAL
0.33363244,0.033734836,1898.9880014659336,2781.7633925721266,2975.4630863539446,0.042121285314498935,-380.1166,168.90318,-20.315393,-3.9525523,-19.584522,-3.5423083,-6.972059,-4.6437316,-1.7611749,-13.875086,-7.9143987,-5.5166507,2.2445073,-2.4826808,-1.657796,0.051209666,-8.379642,-6.279751,-0.59335226,-4.2203646,REAL
0.36319047,0.031478472,2179.369000022222,2834.391186622882,3334.8214285714284,0.05735899187100213,-377.21475,162.47804,-25.295975,0.77856344,-14.172915,0.26029217,-6.8463435,-4.058674,-4.1924314,-15.505895,-6.033602,-2.843363,4.10719,-5.289435,-4.4388666,-0.24590504,-8.45551,-8.144925,-0.6256567,-2.64512,REAL
0.35083348,0.043671496,2113.476228836061,2441.0690610103834,3282.4493603411515,0.059579682502665245,-332.44464,173.18346,-48.3318,-1.6727706,-19.463793,-1.2738138,-12.396465,-8.580287,-4.2405005,-15.41082,-2.7795196,-5.3191833,3.2349012,-4.521389,-7.8653383,-1.6623762,-9.838401,-11.752883,-2.6779158,-6.1176267,REAL
0.36963007,0.048142888,1920.557898272944,2271.6457396218857,3093.75,0.047984824760127935,-300.46884,183.22267,-60.158367,-5.2357535,-30.911232,-9.037889,-17.875742,-12.2179985,-2.8312142,-13.559433,1.1930935,-6.549307,0.1838134,-3.5246475,-7.112028,-1.8676466,-7.646832,-8.804885,-3.2882931,-6.443298,REAL
0.38748682,0.034302387,2152.217352833149,2552.934138318858,3571.4452292110873,0.05499566897654584,-318.54984,175.182,-60.169624,-5.491286,-29.593243,-6.641232,-16.697388,-10.499579,-0.4668705,-11.32065,2.3043268,-5.709865,0.9461604,-3.3784897,-6.12538,-2.7870188,-6.0927963,-3.7214487,-2.7776926,-4.571121,REAL
0.39104536,0.026377972,2108.337941309244,2762.977136356719,3269.006529850746,0.05330698627398721,-364.40863,169.41785,-41.661446,-18.150036,-21.48504,-3.9288208,-7.2275863,-6.875125,-2.9868667,-11.242323,-0.30286872,-2.3552654,1.6256189,-0.051675305,-4.42876,-2.645091,-7.0724134,-5.7379737,-1.8220366,-4.920862,REAL
0.34317777,0.043434404,1887.5837865511621,2478.542203240686,2820.695628997868,0.045796408582089554,-351.3071,176.31328,-41.4365,-14.693997,-21.322807,-2.7128534,-7.929826,-6.670633,-4.942437,-17.514791,-5.959807,-6.4008145,-0.4804407,-3.786275,-7.006383,-0.6186325,-7.5847735,-10.683856,-2.972515,-6.8592267,REAL
0.34996244,0.0466235,1900.9331297635188,2496.641356024366,2899.10381130064,0.042964585554371,-346.9505,170.49025,-41.983,-5.250618,-9.38602,4.231552,-10.727333,-11.288023,-7.988336,-18.202646,-6.2916164,-10.598844,-5.2799473,-4.95423,-6.1186366,-0.60019755,-4.8576508,-8.423958,-5.040665,-9.02608,REAL
0.37829268,0.03455925,2264.8260807007196,2858.503262765364,3593.83328891258,0.05055324660181237,-364.11826,152.9652,-43.94439,7.376966,3.6680565,12.0167055,-9.222204,-12.362051,-10.903494,-12.582073,0.47885972,-10.292183,-5.124336,-4.730633,-3.020624,-2.1493874,-5.4731336,-4.008114,-5.0766172,-7.4714093,REAL
0.35286722,0.035345804,2381.3095069799488,2818.9977745500887,3992.070895522388,0.05409927205490405,-350.03006,147.5973,-43.576897,14.541982,1.8399862,7.716439,-7.4340267,-11.737702,-13.315929,-12.591447,0.8683332,-9.66281,-3.1615024,-4.538186,-3.0096674,-1.9158128,-6.4073224,-4.914678,-3.6049132,-6.6696024,REAL
